geneid	Sam_11F	Sam_12F	Sam_14F	Sam_15F	Sam_1F	Sam_20F	Sam_22F	Sam_23F	Sam_24F	Sam_25F	Sam_27F	Sam_28F	Sam_29F	Sam_31F	Sam_34F	Sam_36F	Sam_38F	Sam_39F	Sam_42F	Sam_43F	Sam_44F	Sam_45F	Sam_50F	Sam_55F	Sam_7F
KLF4	0.002605558	0.002347629	0.005714046	0.002490447	0.002394518	0.002240579	0.002310487	0.00690625	0.002242229	0.002907356	0.002833009	0.005081286	0.002722514	0.003588229	0.003372764	0.000332539	0.002695773	0.004781911	0.003377181	0.003616799	0.002921196	0.003075547	0.001826432	0.003476686	0.003602171
KLHL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRAS	0.000180522	0.000236523	0.00049614	0.000387742	0.000109277	0.000197396	0.000341277	0.000300479	0.000217749	0.000183247	0.000311774	0.000257212	0.000109385	0.000344085	0.000318114	1.92E-05	0.000241971	0.000271566	0.000382557	0.000374982	0.000329853	0.0004428	0.000181344	0.000256114	0.00048672
LATS1	0.000825565	0.000821411	0.001143757	0.001549408	0.001306033	0.00089992	0.001156645	0.001517478	0.001087594	0.001080131	0.001699415	0.001034385	0.00075655	0.00088617	0.00087017	0.000133933	0.000933871	0.001428824	0.001313505	0.001424422	0.001258697	0.001354654	0.000654572	0.000866289	0.00077031
LATS2	0.000155534	0.000239889	0.000266953	0.000133356	0.000958825	0.000201448	0.000135635	0.000151484	0.000156499	0.000107024	0.000167037	0.000246475	0.000117056	0.000186858	0.000147198	0.000125988	0.000177897	0.000177038	0.000142914	0.000187632	0.000173694	0.000304101	0.000104936	0.000134216	0.00016849
LMO1	2.34E-05	4.46E-06	1.59E-06	9.48E-07	0.000324065	2.04E-05	0	0	7.72E-07	1.13E-06	0	2.17E-06	3.75E-06	4.40E-06	2.81E-07	8.36E-05	7.52E-06	5.91E-06	1.34E-06	2.68E-06	6.79E-06	5.11E-05	0	0	1.10E-06
LRP1B	6.13E-05	1.81E-05	3.76E-06	1.53E-05	0.001094434	4.99E-05	2.59E-06	1.91E-05	1.58E-06	2.85E-06	1.44E-06	7.80E-06	3.23E-05	1.49E-05	7.05E-06	0.00016218	1.83E-05	1.94E-05	9.68E-06	1.00E-05	1.94E-05	0.00015798	2.82E-06	3.69E-06	1.53E-05
LYN	0.000471664	0.000700772	0.00057872	0.000520887	0.00033349	0.000496972	0.000648708	0.000547782	0.000510656	0.000474493	0.000710689	0.000474937	0.000268734	0.000701698	0.000860205	2.69E-05	0.000557967	0.000558836	0.000558574	0.000555519	0.000801983	0.000623475	0.000438804	0.000637681	0.000821219
LZTR1	0.001093526	0.000588743	0.000657871	0.000576076	0.00244936	0.001335733	0.000880545	0.00098381	0.001190146	0.001077749	0.000834835	0.000815748	0.000719115	0.000706554	0.000690679	0.000244086	0.00111037	0.001069605	0.00054294	0.000618844	0.000727758	0.001231938	0.000357196	0.000356725	0.000888789
MAGI2	7.14E-05	5.44E-05	3.23E-05	0.000118982	0.001412094	8.96E-05	3.16E-05	2.19E-05	5.74E-05	2.84E-05	3.50E-05	3.10E-05	3.93E-05	3.67E-05	6.29E-05	0.000123557	2.75E-05	9.01E-05	2.98E-05	3.59E-05	4.45E-05	0.000154616	1.41E-05	2.74E-05	2.21E-05
MALT1	0.000182796	0.000194693	0.000149781	0.000301129	0.000209632	0.000186216	0.000249474	0.000274551	0.000208667	0.000186767	0.000324195	0.00017219	0.000158711	0.000139168	0.0001402	2.37E-05	0.000206495	0.000321381	0.000271237	0.000245739	0.0002532	0.000432402	0.000156294	0.000206437	0.000195965
MAP2K1	0.000707487	0.00072383	0.000919395	0.000672646	0.000521646	0.000562739	0.000680846	0.000530864	0.00066133	0.000578508	0.000583805	0.000683905	0.000266009	0.000772398	0.00062047	6.59E-05	0.000729745	0.000418056	0.000567308	0.000620975	0.000612854	0.000288697	0.000555155	0.000491054	0.000838244
MAP2K2	0.003109002	0.002375547	0.003757039	0.001817331	0.004240768	0.002890111	0.00265517	0.002128104	0.0028938	0.002465437	0.001835115	0.003210128	0.001389887	0.002262396	0.002405599	0.000276855	0.002702046	0.002278401	0.001537928	0.001959025	0.002090164	0.002083598	0.001776763	0.002576004	0.002282657
MAP2K4	0.000242326	0.000296702	0.000304965	0.000364274	0.000264693	0.000223954	0.000312365	0.00029852	0.00017795	0.000227049	0.000315983	0.000229663	0.000186679	0.000178572	0.000183085	3.18E-05	0.000259705	0.000472803	0.000343773	0.000339144	0.000316177	0.000626804	0.000232414	0.000373288	0.000303423
MAP3K1	0.000302253	0.00046957	0.000476038	0.000528092	0.000691081	0.000338141	0.000555519	0.000536334	0.000434323	0.00043824	0.000691473	0.000402573	0.000356498	0.000448347	0.000405674	7.88E-05	0.000428888	0.000662982	0.00054717	0.000646138	0.000695998	0.000805018	0.000373304	0.000533278	0.000352802
MAP3K13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K14	8.83E-05	7.15E-05	7.93E-05	5.96E-05	0.000272196	0.000101982	7.83E-05	8.62E-05	7.25E-05	9.56E-05	9.17E-05	9.59E-05	7.38E-05	6.68E-05	8.51E-05	3.17E-05	0.000108555	0.000116202	6.21E-05	6.79E-05	8.34E-05	7.79E-05	4.10E-05	5.62E-05	6.43E-05
MAPK1	0.003070044	0.003302324	0.004857595	0.004936582	0.000764749	0.002630181	0.003310118	0.0033082	0.003288123	0.003453097	0.003559668	0.003993856	0.001650761	0.003921137	0.002728946	7.84E-05	0.003126338	0.003124156	0.004145921	0.00462783	0.004012357	0.002577041	0.003229649	0.003747111	0.004121552
MAPK3	0.001409258	0.001399414	0.003386161	0.001762611	0.001214323	0.001380211	0.001353202	0.001410399	0.001861045	0.001570895	0.001143067	0.003097391	0.000860737	0.002678805	0.001401263	0.000138789	0.001833305	0.001504131	0.001432189	0.001642238	0.001256748	0.001270668	0.00125657	0.001542408	0.001848823
MAX	0.000596942	0.00067136	0.001645256	0.001133387	0.000298915	0.000845247	0.000919455	0.001204758	0.001142202	0.000698282	0.00109149	0.001551793	0.000648557	0.000943706	0.000860617	7.75E-05	0.000833314	0.001531089	0.001084715	0.001735303	0.001086436	0.001135407	0.000908719	0.001601239	0.000896719
MCL1	0.001192156	0.001005967	0.00147333	0.000959722	0.001076463	0.001182446	0.001046047	0.001495269	0.001232059	0.00088301	0.001111001	0.001626153	0.000573653	0.001397408	0.001403875	0.000256486	0.001081803	0.001176395	0.000891422	0.001131142	0.001331756	0.001456596	0.000727098	0.00089603	0.00127057
MDC1	0.00051986	0.000343927	0.000420862	0.000498048	0.000976857	0.000405329	0.000557402	0.000563718	0.000370557	0.000584237	0.000932499	0.000331993	0.000675978	0.000436045	0.000430036	0.000251636	0.000454038	0.000964945	0.001010264	0.000550399	0.000642419	0.000861555	0.000378033	0.000319671	0.000309233
MDM2	0.004055367	0.003538097	0.005279232	0.006410482	0.002078564	0.003637229	0.008115409	0.006734007	0.003856461	0.005609111	0.008450826	0.004082668	0.004136005	0.003467064	0.005432434	0.000160248	0.00446103	0.005916732	0.008878178	0.006737329	0.004373127	0.009547143	0.002215528	0.005731735	0.006118031
MDM4	0.001902536	0.001674862	0.00199326	0.002508467	0.002137639	0.002271714	0.003014754	0.003749955	0.002390438	0.002663982	0.004716776	0.002248792	0.001700357	0.001804954	0.002167668	0.000194133	0.00246375	0.005070028	0.002806367	0.002899633	0.003215517	0.003439403	0.001185567	0.001543463	0.00209235
MED12	0.002338062	0.002219708	0.002193542	0.002927328	0.001861037	0.002749518	0.003475392	0.003175894	0.003580206	0.003537875	0.002840925	0.002920272	0.001928961	0.002022242	0.001958748	6.77E-05	0.003019576	0.003279523	0.002413936	0.003329305	0.00274649	0.002038351	0.001810721	0.002357714	0.002350554
MEF2B	8.32E-05	0.000132392	0.000136035	4.67E-05	0.000242545	0.000110187	0.000141446	9.72E-05	0.000167238	0.000167402	0.000326282	0.00012193	7.47E-05	7.67E-05	6.13E-05	8.08E-92	0.000168777	0.000397847	4.65E-05	6.61E-05	0.000113745	0	7.16E-05	0.000109667	3.38E-05
MEN1	0.000959864	0.000650579	0.000495464	0.000512296	0.001595884	0.000939862	0.000647839	0.000661114	0.000849824	0.000832868	0.000623997	0.000650483	0.000453727	0.00051684	0.000567007	0.000380206	0.000791527	0.000585398	0.000519143	0.00054456	0.000508482	0.000412892	0.000534308	0.00049886	0.0006526
MET	0.007414404	0.003617642	0.002673152	0.00623419	0.004159862	0.004653274	0.00653727	0.006682443	0.005943604	0.004041317	0.005167467	0.005546285	0.004655194	0.00289647	0.002592152	0.000625789	0.003611079	0.006017793	0.007744692	0.007230813	0.00767328	0.007983943	0.003716962	0.004823956	0.00403145
MGA	0.001171932	0.001150524	0.001117719	0.00174264	0.002502379	0.001235907	0.001779886	0.00213571	0.00136908	0.001528512	0.002428273	0.001043555	0.001515838	0.000974382	0.000846894	0.000471568	0.001222906	0.00226791	0.001987394	0.001891686	0.001605345	0.001895821	0.001113932	0.001216499	0.001402885
MITF	0.000229437	0.000441659	0.00033676	0.000147991	0.001836971	0.000224078	0.000118678	0.00023644	0.000181279	0.000121565	0.000171807	0.000259978	0.000129094	0.000272341	0.000255798	0.000343764	0.000189598	4.26E-05	0.000155214	0.00030635	0.000168121	9.19E-05	8.43E-05	0.000138782	0.000248076
MLH1	0.001209229	0.001430363	0.001376552	0.001264913	0.002764117	0.0010808	0.001368161	0.001402352	0.001022152	0.001367852	0.00153724	0.000945022	0.000927494	0.001294674	0.001155675	0.000210005	0.001131401	0.001783567	0.001661657	0.001361918	0.001293415	0.002751072	0.000979427	0.00121954	0.001333278
MLH3	0.000972287	0.000834851	0.001136883	0.001761992	0.002138991	0.001017086	0.001646364	0.001853598	0.001093571	0.001200736	0.002058762	0.001013854	0.001224334	0.000779275	0.001036773	0.000319577	0.001029735	0.001580116	0.001446158	0.001499398	0.001567381	0.001348397	0.000522365	0.000593048	0.001105639
MMP2	0.000225518	0.001317632	0.000567641	0.000320193	0.000153504	0.000276431	0.000234881	0.000193664	0.000320848	0.000162599	0.00021719	0.00045133	7.34E-05	0.000326187	0.000779862	7.80E-06	0.000309185	9.42E-05	0.000209639	0.000446727	0.000254685	0.000143654	0.000178471	0.000154534	0.000271108
MPL	4.21E-05	2.45E-05	2.03E-05	2.27E-05	0.000586413	3.98E-05	2.25E-05	2.62E-05	1.82E-05	2.62E-05	1.95E-05	2.64E-05	0.000105254	2.38E-05	1.38E-05	0.000170422	3.14E-05	4.70E-05	3.13E-05	2.16E-05	3.16E-05	8.42E-05	8.99E-06	1.12E-05	1.63E-05
MSH2	0.001680981	0.001558418	0.000939003	0.002482295	0.001777601	0.001620133	0.002040786	0.001598434	0.001242488	0.00179036	0.00251863	0.000857037	0.000673479	0.001166876	0.00120427	0.000267386	0.001417162	0.002010984	0.002430561	0.001486164	0.001359051	0.001991527	0.001199671	0.001126282	0.00164507
MSH3	0.000829036	0.00073009	0.001113083	0.001399148	0.00048753	0.000773145	0.001415842	0.001368246	0.000849246	0.000997295	0.001499331	0.000797655	0.000670301	0.000646913	0.000968489	4.60E-05	0.000896877	0.001601471	0.001293126	0.00137425	0.001447439	0.001268627	0.000519312	0.000777428	0.000930509
MSH6	0.001668696	0.001329415	0.001414928	0.002085291	0.003109443	0.001197008	0.001868076	0.001638445	0.001199406	0.001779741	0.002234698	0.000927777	0.000881715	0.001178069	0.001682883	0.000315325	0.001468977	0.001729238	0.002371105	0.001499083	0.001630966	0.001784133	0.001654998	0.000884292	0.001414334
MSR1	5.47E-05	0.000232513	8.55E-05	9.65E-05	0.000517695	9.87E-05	0.000126867	0.000153473	6.36E-05	6.51E-05	0.00016082	0.000132557	7.06E-05	5.32E-05	0.000160741	6.00E-05	8.68E-05	7.73E-05	7.40E-05	0.000136955	8.01E-05	0.000217892	7.44E-05	0.000152126	0.000223303
MST1	0.00017196	7.53E-05	0.000415815	7.71E-05	0.000656501	0.00025258	0.00014557	0.000181229	0.000172432	0.000228819	0.000145117	0.000171591	0.000172286	0.000126009	0.000190578	0.000219337	0.000224521	0.000180443	8.98E-05	8.82E-05	0.000147792	9.95E-05	2.33E-05	3.34E-05	0.000110907
MST1R	0.002772278	0.001465524	0.002895335	0.001994073	0.00503839	0.002610141	0.002761427	0.002089102	0.002985979	0.00292426	0.001813701	0.004129096	0.00225558	0.002488939	0.002665294	0.000795687	0.002532335	0.002191196	0.001427817	0.001067216	0.002438055	0.001804231	0.001104596	0.000741923	0.003422499
MTHFR	3.69E-05	4.12E-05	4.45E-05	2.72E-05	5.87E-05	3.64E-05	3.22E-05	2.75E-05	3.07E-05	4.02E-05	2.65E-05	4.72E-05	1.82E-05	3.36E-05	2.88E-05	6.57E-06	4.38E-05	2.76E-05	2.30E-05	2.33E-05	3.00E-05	4.03E-05	1.72E-05	2.00E-05	5.11E-05
MTOR	0.002121993	0.001808704	0.002115308	0.002154321	0.001794865	0.001765875	0.002073632	0.002206721	0.001732773	0.002198732	0.002497703	0.001578778	0.001070048	0.001807457	0.001844582	0.000168275	0.001950969	0.002312802	0.002096983	0.002045187	0.0021205	0.002211594	0.001822292	0.001619884	0.001973736
MUC16	7.81E-05	1.63E-05	7.24E-06	1.41E-05	0.001608907	6.81E-05	2.07E-06	3.14E-06	2.28E-06	4.79E-07	1.47E-05	5.90E-06	2.60E-05	2.14E-05	4.99E-06	0.000151193	2.27E-05	1.96E-05	5.60E-06	4.24E-06	1.42E-05	0.000134516	1.96E-06	2.38E-06	2.59E-05
MUTYH	0.001228489	0.000815833	0.000720867	0.000946702	0.001648573	0.00143045	0.00129341	0.001287378	0.001254726	0.001524648	0.001259351	0.001078377	0.000946641	0.000974033	0.001154593	0.00015783	0.001432904	0.001216009	0.000973275	0.001167373	0.001074778	0.000944961	0.000557734	0.000781872	0.000805643
MYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYCN	9.98E-05	6.48E-05	0.000338045	9.68E-05	0.001172342	0.000118381	5.18E-05	6.90E-05	0.000100504	0.000145724	9.27E-05	6.68E-05	7.76E-05	0.000105129	0.000457251	0.000191013	6.93E-05	6.63E-05	7.75E-05	3.94E-05	5.64E-05	0.000195718	5.30E-05	2.81E-05	5.49E-05
MYD88	0.00102553	0.001046685	0.00106852	0.000700925	0.001983037	0.000991884	0.000887618	0.000810482	0.000890975	0.00088683	0.000729596	0.001157864	0.000599292	0.001059602	0.000564904	0.000491459	0.000967276	0.001054685	0.000764164	0.000877445	0.000872464	0.001243558	0.000722123	0.000908088	0.001009038
MYOD1	4.55E-05	1.62E-05	6.18E-07	6.10E-07	0.000792917	3.86E-05	5.70E-07	2.05E-07	9.87E-07	0	2.06E-07	2.72E-06	1.47E-05	3.46E-06	1.08E-06	0.000164382	1.42E-05	1.23E-05	3.29E-06	2.59E-06	5.20E-06	9.48E-05	4.63E-07	4.30E-07	1.42E-06
NBN	0.000612881	0.000623308	0.000687307	0.000957205	0.000246579	0.000571513	0.000843475	0.000735756	0.000516942	0.000601259	0.000814966	0.000514329	0.000262483	0.000589917	0.000529666	3.03E-05	0.000555878	0.000586311	0.000820297	0.000896737	0.000793896	0.000768852	0.000538111	0.000569831	0.000746159
NCOA3	0.000328324	0.000467927	0.000547864	0.000555781	0.000806838	0.000415454	0.000461418	0.000654475	0.000446477	0.000474757	0.000689479	0.000457461	0.000371686	0.000430565	0.000324658	7.12E-05	0.000472074	0.000681418	0.000532975	0.000605773	0.000604368	0.000773462	0.000321561	0.000457468	0.000397951
NCOR1	0.005427725	0.005511601	0.009339418	0.007162054	0.003979951	0.005491683	0.007689165	0.009204038	0.004628784	0.007142128	0.008538059	0.007284099	0.004921126	0.005556409	0.005280936	0.000501434	0.006402218	0.010282576	0.00895526	0.008892185	0.009176214	0.007949913	0.004447693	0.00545809	0.00683188
NEGR1	4.16E-05	0.000185318	0.000177042	0.000116252	0.000378563	6.58E-05	6.79E-05	8.30E-05	6.42E-05	4.31E-05	0.000119333	8.83E-05	4.37E-05	6.70E-05	3.33E-05	4.53E-05	4.16E-05	6.00E-05	0.000136889	0.000131665	8.25E-05	0.000182003	5.52E-05	8.46E-05	8.62E-05
NF1	0.002676117	0.002931541	0.003480681	0.00489692	0.002317239	0.002529349	0.004233118	0.004440051	0.002501944	0.003423192	0.004873735	0.003034178	0.003358976	0.002269552	0.002216498	0.000334313	0.002783292	0.006010509	0.004715472	0.005052315	0.004628365	0.005576094	0.00259367	0.003798163	0.003204007
NF2	0.001399028	0.001148418	0.001537269	0.001280179	0.00166433	0.001129996	0.001363798	0.001142263	0.001171602	0.001118734	0.001365885	0.001034433	0.00055348	0.001197303	0.001140411	0.000205852	0.001161036	0.001090799	0.001379526	0.00126207	0.00132553	0.001286862	0.001004371	0.001079003	0.001280705
NFE2L2	0.001445486	0.00160005	0.001936579	0.002672377	0.001228985	0.001461691	0.001986459	0.002297666	0.001794374	0.001732372	0.002357739	0.001561217	0.001042938	0.001422157	0.001340674	0.000246699	0.001914039	0.002226877	0.002710398	0.00228377	0.001919878	0.002591727	0.001201935	0.002169146	0.001651567
NFKBIA	0.001765188	0.002320186	0.001569447	0.001113455	0.001267268	0.001990048	0.001668609	0.003044971	0.002266119	0.001795648	0.001955972	0.002199037	0.001564306	0.001821662	0.0024134	0.000112549	0.002090264	0.001839424	0.001780358	0.002458478	0.001975037	0.002826937	0.001246982	0.002160745	0.001298744
NKX2-1	2.65E-05	9.03E-06	1.14E-06	7.74E-06	0.000742344	4.12E-05	3.63E-05	7.23E-06	2.63E-05	9.95E-06	1.58E-05	5.49E-06	0.000125599	4.91E-06	2.66E-06	0.000129009	3.06E-05	0.000135304	1.77E-05	4.13E-06	1.06E-05	0.000229006	5.96E-07	1.74E-05	4.08E-06
NKX3-1	1.10E-05	2.69E-05	8.14E-06	4.96E-06	0.000233676	1.03E-05	3.01E-06	3.99E-06	2.26E-06	2.47E-06	4.98E-06	3.41E-06	5.71E-06	5.58E-06	8.53E-06	2.85E-05	4.86E-06	9.42E-06	2.44E-06	3.13E-06	4.32E-06	1.63E-05	4.14E-06	2.04E-06	4.58E-06
NOTCH1	0.005519667	0.002759474	0.001355658	0.003484785	0.007290419	0.005370239	0.003401862	0.00423454	0.003969566	0.005818758	0.004256157	0.002119875	0.002582805	0.002046641	0.0029802	0.001366237	0.005363706	0.004320256	0.002834962	0.00326348	0.002508755	0.002531508	0.002204544	0.002868221	0.001657096
NOTCH2	0.001419576	0.002386438	0.00110468	0.001510904	0.002145941	0.001736732	0.001700215	0.001773188	0.001655636	0.001662706	0.001797042	0.001325832	0.001119013	0.001087841	0.001282378	0.000306219	0.001825828	0.002328778	0.001464656	0.001875324	0.001643026	0.002534136	0.001136441	0.00129811	0.001510943
NOTCH3	0.000208699	0.000848932	0.000249918	0.000227816	0.000664941	0.000268449	0.000278753	0.000186314	0.000626641	0.00025048	0.000157594	0.000356571	0.000192783	0.000271414	0.000459232	8.26E-05	0.000237631	0.000532336	0.000224048	0.000371941	0.000278891	0.001189786	0.000125046	0.000117323	0.000324989
NOTCH4	0.000189437	0.000217126	0.000160092	9.50E-05	0.001372765	0.000168809	0.00015395	0.000171391	0.000198681	0.00017011	0.000138689	0.000138305	0.000247118	0.000193275	0.000144122	0.000432793	0.000157745	0.000339425	0.000149457	0.000159174	0.00020851	0.000315519	7.41E-05	6.79E-05	0.000122795
NPM1	0.016327189	0.012767012	0.018917294	0.028800785	0.003951882	0.012704447	0.03041374	0.016162169	0.01786793	0.01451281	0.024123854	0.017639425	0.012672799	0.016499726	0.026002638	0.000477112	0.015031136	0.02390458	0.026611021	0.02276939	0.023362499	0.028216514	0.01358542	0.028771246	0.021547014
NQO1	0.001115089	0.000943828	0.001828128	0.000872069	0.00023652	0.000671783	0.001028333	0.000640617	0.001042771	0.000966598	0.000258912	0.001183837	0.000247343	0.001196353	0.000727585	3.33E-05	0.001370165	0.000411507	0.000809754	0.000601357	0.001116369	0.000484752	0.000609621	0.000764709	0.001191216
NRAS	0.000343983	0.000459958	0.000485907	0.000462618	0.000100608	0.000323953	0.000369161	0.000380469	0.000406137	0.000317519	0.000306467	0.000439469	0.000164062	0.000320135	0.000266505	4.75E-06	0.00030802	0.000420402	0.000445504	0.000503509	0.000432696	0.000566233	0.000439652	0.000586852	0.000332798
NRG1	0.000964067	0.000524821	0.000548577	0.000444399	0.00276117	0.000403529	0.000159117	0.000426027	0.000161888	0.000220132	0.000372358	0.000149905	0.000175117	0.000454933	0.000321212	0.000329952	0.000512933	0.00057105	0.00044547	0.000393392	0.000409418	0.000777046	0.000261522	0.000194007	0.000125936
NSD1	0.000917156	0.000858057	0.001116616	0.001446722	0.001937348	0.000821619	0.001385509	0.00158914	0.000894397	0.001241485	0.001851629	0.000828994	0.000987091	0.000882164	0.000888312	0.000242739	0.001052798	0.001657168	0.001555592	0.001361756	0.001608163	0.001358613	0.000739919	0.000913898	0.001055909
NTRK1	5.52E-05	2.76E-05	8.73E-06	7.94E-06	0.000603876	5.20E-05	1.22E-05	2.88E-05	1.48E-05	1.06E-05	2.19E-05	2.53E-05	2.23E-05	2.61E-05	9.91E-06	0.000198409	2.39E-05	1.94E-05	2.05E-05	1.66E-05	2.08E-05	0.000181534	6.06E-06	1.78E-05	3.20E-06
NTRK2	0.000529533	0.000303647	0.000133008	0.00027888	0.004281512	0.000286716	0.000502134	9.79E-05	0.000145787	0.00026545	0.00030305	0.000132529	0.000404496	6.42E-05	4.04E-05	0.000483197	0.000165831	0.000445067	0.000315444	0.000190452	0.000793834	0.001255965	0.000102744	6.84E-05	0.001671171
NTRK3	6.53E-05	9.02E-05	8.09E-05	6.49E-05	0.000952882	7.34E-05	3.17E-05	2.92E-05	2.64E-05	1.91E-05	4.97E-05	3.80E-05	3.46E-05	2.67E-05	1.16E-05	0.000130171	3.54E-05	2.69E-05	5.90E-05	7.16E-05	5.07E-05	0.000108725	1.67E-05	1.40E-05	2.26E-05
NUP93	0.000482762	0.000318697	0.000332772	0.000359556	0.000298931	0.000362095	0.000439081	0.000334239	0.000380003	0.000390318	0.000393243	0.000254513	0.000267423	0.000343872	0.000439482	2.68E-05	0.00034817	0.000425584	0.000459366	0.000278621	0.000280002	0.000388923	0.000383232	0.000297899	0.000345345
PAK1	0.00053286	0.000618494	0.000790756	0.000737952	0.00036963	0.000569384	0.000782507	0.000735963	0.000640067	0.000628509	0.000613207	0.000844841	0.000368598	0.000629191	0.000480165	2.39E-05	0.00072282	0.000602523	0.000791803	0.000976149	0.000718129	0.000654823	0.000431383	0.000643745	0.000766416
PAK3	1.56E-05	2.82E-05	2.67E-05	1.80E-05	0.000230136	1.39E-05	7.13E-06	1.54E-05	9.71E-06	4.39E-06	1.76E-05	7.36E-06	9.99E-06	1.27E-05	4.82E-06	3.28E-05	1.02E-05	1.67E-05	2.06E-05	1.08E-05	1.34E-05	1.32E-05	1.23E-05	1.59E-05	1.80E-05
PALB2	0.000715342	0.000550419	0.000868107	0.00098168	0.001846631	0.000621369	0.00097944	0.001033326	0.000676222	0.000822855	0.001116224	0.000628435	0.000635486	0.00077533	0.00064962	0.000342211	0.000617744	0.000895388	0.000864972	0.00086585	0.000982648	0.000918069	0.000642339	0.000730152	0.000973408
PARK2	6.95E-05	6.55E-05	1.70E-05	6.04E-05	0.000246933	0.000101578	6.68E-05	9.31E-05	8.25E-05	7.38E-05	6.29E-05	5.28E-05	3.44E-05	2.98E-05	3.96E-05	3.98E-05	7.89E-05	0.000105797	3.02E-05	5.36E-05	3.47E-05	6.37E-05	2.68E-05	3.59E-05	1.46E-05
PARP1	0.00125087	0.001033736	0.000878072	0.001212763	0.00087645	0.000990512	0.001225937	0.000919105	0.000948859	0.001118906	0.001325683	0.000751647	0.00049945	0.000972679	0.00104979	6.98E-05	0.00105563	0.001056788	0.001350333	0.00105545	0.001039931	0.001695106	0.000963251	0.000805225	0.001144172
PAX5	3.50E-05	1.97E-05	7.88E-05	4.11E-05	0.0004925	5.71E-05	7.07E-05	1.23E-05	5.67E-05	1.47E-05	0.00029079	1.00E-04	3.13E-05	0.000113586	2.90E-05	4.52E-05	2.24E-05	0.000266849	2.29E-05	1.32E-05	0.000183296	1.17E-05	1.25E-05	8.58E-05	4.35E-05
PBRM1	0.002083854	0.001741295	0.002501454	0.003081916	0.002734957	0.00172847	0.002677553	0.003023853	0.001914519	0.002502263	0.003428729	0.001935658	0.001414396	0.00186129	0.001698434	0.000302358	0.002032564	0.002657369	0.002925721	0.0027526	0.002809548	0.002922782	0.00157349	0.001672084	0.00243382
PDCD1	4.92E-05	2.94E-05	1.45E-05	6.56E-06	0.000692586	5.13E-05	1.73E-05	2.59E-05	4.20E-05	1.39E-05	3.22E-05	3.14E-05	4.71E-05	2.70E-05	1.99E-05	0.000169974	2.58E-05	6.31E-05	1.85E-05	1.64E-05	3.34E-05	0.000122707	1.36E-05	2.68E-05	1.78E-05
PDCD1LG2	2.86E-05	1.84E-05	1.38E-05	1.27E-05	0.000408348	2.20E-05	1.19E-05	1.78E-05	1.53E-05	7.86E-06	2.90E-05	1.20E-05	3.35E-05	1.85E-05	9.08E-06	0.000104857	1.42E-05	3.62E-05	2.01E-05	2.34E-05	1.96E-05	0.000125529	8.49E-06	2.51E-05	1.40E-05
PDGFRA	0.001314104	0.003562681	0.003253263	0.001534379	0.002509044	0.001212177	0.00145811	0.001431963	0.001380924	0.000829151	0.001160415	0.001300615	0.000522206	0.000930644	0.000941797	0.000214557	0.001430669	0.001150153	0.001449112	0.002272961	0.001431815	0.001819216	0.000635721	0.000852363	0.00191681
PDGFRB	0.000501505	0.001905699	0.000847041	0.000604553	0.001600358	0.000605867	0.000540963	0.000450145	0.000894756	0.000489621	0.000476033	0.000929907	0.000345101	0.000577814	0.00120082	0.000185972	0.000708874	0.000540333	0.000480063	0.000880167	0.000724747	0.000819315	0.000288851	0.000275629	0.000788191
PDK1	4.84E-05	7.17E-05	0.000191893	7.68E-05	1.34E-05	5.48E-05	9.73E-05	0.000100166	5.92E-05	7.57E-05	0.000176874	7.40E-05	7.46E-05	5.93E-05	9.11E-05	4.15E-06	9.19E-05	0.000165662	0.00013865	8.85E-05	0.000125299	0.000178879	7.78E-05	0.000148323	0.000127953
PDPK1	0.000371353	0.000407957	0.000471645	0.000393101	0.001218627	0.00040248	0.000410763	0.000438187	0.000380648	0.000468768	0.000470304	0.000426732	0.000396612	0.00033119	0.000263519	0.00025247	0.000514219	0.000623844	0.000439274	0.000405942	0.000382068	0.000617132	0.00025005	0.000349441	0.000387466
PGR	7.02E-05	5.15E-05	4.35E-05	3.94E-05	0.001406346	6.56E-05	1.56E-05	1.77E-05	1.36E-05	1.24E-05	3.29E-05	2.12E-05	3.05E-05	2.40E-05	6.94E-06	0.000172166	2.52E-05	4.52E-05	4.14E-05	5.04E-05	3.27E-05	0.000242239	1.33E-05	2.34E-05	5.21E-05
PHOX2B	3.20E-05	1.24E-05	1.24E-06	7.84E-06	0.000725691	2.63E-05	0	4.69E-07	3.52E-07	1.58E-07	3.53E-07	2.27E-06	1.12E-05	4.02E-06	1.47E-06	8.88E-05	1.16E-05	7.64E-06	4.68E-06	1.70E-06	3.71E-06	7.64E-05	4.16E-07	9.38E-07	7.93E-06
PIK3C2B	0.001060478	0.000827647	0.000821823	0.000879896	0.001846709	0.001212936	0.001215444	0.001517259	0.001463738	0.001582399	0.001076603	0.001049755	0.001149091	0.000816933	0.000984731	0.000191931	0.00131403	0.00156776	0.000936683	0.001107516	0.001085757	0.001051995	0.000554805	0.000745503	0.000700402
