geneid	Sam_20CF30184F	Sam_20FC40151F	Sam_20FC40237F	Sam_20FC40679F	Sam_20FC40819F	Sam_20FC40828F	Sam_20FC40862F	Sam_20FC40894F	Sam_20FC40946F	Sam_20ZN11229T	Sam_20ZN11880F	Sam_20ZN13419F	Sam_20ZN13511F	Sam_20ZN13514F	Sam_20ZN14432T	Sam_20ZN14604F	Sam_20ZN21802F	Sam_20ZN22517F	Sam_20ZN22870F
PDCD1LG2	2.73E-05	2.17E-05	3.01E-05	1.15E-05	3.52E-06	4.51E-06	0	6.12E-06	1.72E-05	0.00036288	2.87E-05	1.45E-05	2.74E-05	8.52E-06	1.51E-05	9.45E-06	2.46E-05	0.000354595	1.73E-05
PDGFRA	0.00102228	0.001641158	0.003514143	0.000768587	0.000345694	0.000241971	0.000862752	0.001051034	0.001148555	0.002578834	0.002058856	0.000479754	0.001939272	9.16E-05	0.000360056	0.002200823	0.000839645	0.005149491	0.001989619
PDGFRB	0.002784559	0.001992697	0.017818281	0.001064523	0.000577904	0.00073841	0.001148225	0.002052914	0.002747098	0.001560186	0.001357091	0.000744664	0.001603121	0.000713108	0.000494909	0.001515135	0.001105604	0.000374862	0.001814013
PDK1	5.34E-05	0.000125856	6.63E-05	8.32E-05	0.000210659	3.36E-05	4.39E-05	2.00E-05	3.29E-05	1.34E-05	7.20E-05	8.47E-05	0.00014393	8.02E-05	0.000179637	3.25E-05	2.84E-05	1.77E-06	8.64E-05
PDPK1	0.000859756	0.000354613	0.000333993	1.81E-05	2.20E-05	3.11E-05	2.14E-05	0.000686965	0.000352413	5.13E-06	0.000401933	3.11E-05	4.14E-05	4.34E-06	3.73E-05	7.83E-06	0.000190923	0	2.23E-05
PGR	0.000445345	1.11E-05	4.15E-05	6.17E-06	2.85E-07	1.45E-06	3.71E-06	2.47E-05	9.50E-06	0.000254474	1.07E-05	4.44E-06	1.71E-05	7.84E-07	5.19E-06	8.95E-06	2.33E-05	0.000160958	8.95E-06
PHOX2B	0.000234752	4.85E-07	5.73E-06	0	0	4.55E-08	5.57E-06	5.49E-06	3.69E-06	3.52E-05	2.25E-06	0	9.94E-07	0	1.11E-06	0	1.84E-06	0	1.44E-06
PIK3C2B	0.000866476	0.000573702	0.000750412	5.60E-05	0.000119661	7.41E-05	0.00011008	0.000795356	0.000823501	3.22E-05	0.000750872	6.15E-05	8.22E-05	0.000240709	0.000178929	0.000122002	0.000195088	1.24E-05	0.000103867
PIK3C2G	9.23E-05	3.20E-06	3.30E-06	0	0	1.62E-06	0	2.35E-06	1.57E-06	8.91E-05	1.90E-05	0	2.66E-07	0	2.35E-06	0	1.87E-05	7.41E-05	0
PIK3C3	0.000133232	0.000267337	0.000298406	2.31E-05	2.47E-05	1.21E-05	7.57E-06	0.000119472	0.000154574	2.05E-05	0.000214495	2.89E-05	5.96E-05	8.70E-06	1.47E-05	1.56E-05	0.000137073	6.85E-05	2.98E-05
PIK3CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD	0.000304973	0.000127023	0.000221938	6.17E-06	1.40E-05	3.78E-06	2.77E-05	0.000119469	0.000132747	1.11E-05	0.000234375	8.76E-06	1.63E-05	4.66E-06	9.22E-06	9.06E-06	0.000109247	2.86E-06	1.70E-05
PIK3CG	0.000518632	0.000196264	0.000194144	9.87E-06	4.49E-06	4.63E-06	4.68E-05	8.78E-05	0.000147075	0.000371957	0.000365884	1.03E-05	4.91E-05	7.63E-06	1.86E-05	1.27E-05	0.00012433	0.000241517	6.45E-05
PIK3R1	0.000285944	0.000783376	0.000780895	0.000805678	0.000855419	0.000592596	0.000775599	0.000747491	0.000435815	0.000929364	0.00072723	0.000711818	0.001764543	0.000452721	0.000523874	0.001211401	0.000424998	0.001188751	0.000935791
PIK3R2	0.001729564	0.001076581	0.001172336	0.000253845	0.000716164	0.000455241	0.000540737	0.000938232	0.001139922	0.000961536	0.000657157	0.000230841	0.00042974	0.000844112	0.000615054	0.000223767	0.000231514	0.000817711	0.000565323
PIK3R3	0.00011809	9.38E-05	8.80E-05	1.66E-05	4.16E-05	1.17E-05	6.55E-06	7.90E-05	0.000112935	7.91E-05	0.000101989	1.79E-05	3.75E-05	3.96E-05	9.15E-06	2.14E-05	5.55E-05	0.000225844	4.49E-05
PIM1	0.001891461	0.000448913	0.001995352	5.14E-05	4.18E-05	0.000125535	0.00015791	0.000488239	0.000349268	0.000675757	0.000499865	0.000118031	0.000161124	0.000125201	0.000102494	8.83E-05	0.000672897	0.000320942	0.000129448
PLCG2	0.000287147	0.000453981	0.000301614	1.92E-05	6.42E-06	1.87E-05	0.000100304	0.000222947	0.000400548	0.000195685	0.000984525	1.68E-05	8.06E-05	6.70E-05	1.24E-05	2.82E-05	0.000228851	0.000568447	0.000112348
PLK2	0.00010045	0.000230631	0.000490017	0.000121448	0.000126214	5.45E-05	0.000107128	0.000120925	0.000143081	6.58E-05	0.000120431	0.000346947	8.10E-05	2.70E-05	6.22E-05	9.04E-05	0.000235185	0	8.35E-05
PMAIP1	0.000196609	0.000191419	0.000160553	7.98E-06	7.68E-06	9.54E-06	1.55E-05	0.000162128	0.000150581	8.22E-05	0.00010637	2.30E-05	2.43E-05	2.48E-05	1.40E-05	8.52E-06	0.000288601	1.37E-06	8.60E-06
PMS1	0.000756903	0.001075505	0.000519385	1.26E-06	1.26E-06	5.75E-07	1.84E-06	0.000360775	0.000324	1.78E-05	0.000419543	1.33E-06	3.67E-07	1.12E-06	1.27E-06	2.45E-07	0.000299599	3.32E-05	8.02E-07
PMS2	0.000948742	0.0007093	0.00073357	0.000274337	0.000534024	0.000491347	0.000668897	0.000421957	0.000439434	0.001582082	0.000591907	0.000622475	0.00069208	0.000703581	0.000562676	0.000332728	0.000344791	0.001316419	0.000379919
PNRC1	0.000438258	0.001266286	0.001952047	0.001246108	0.000878015	0.000826367	0.001901718	0.00093125	0.00079087	0.004827254	0.000918798	0.000704513	0.002309101	0.000498149	0.002231153	0.00149626	0.001059484	9.14E-05	0.002222105
POLD1	0.001268785	0.000904188	0.000629028	0.00017663	0.000386901	0.000246699	0.000397395	0.000832248	0.001019921	0.000743913	0.000780492	0.000238427	0.000295813	0.000620441	0.00055779	0.000172158	0.000261674	0.000514802	0.000489678
POLE	0.002229882	0.001549715	0.000668701	0.00016465	0.000601644	0.000199101	0.000391092	0.001120631	0.001062947	0.000331076	0.001142957	0.000157668	0.000423636	0.001252471	0.000332531	0.000278036	0.000354008	0.000238718	0.000358092
PPM1D	0.000283179	0.000295846	0.00019995	0.000191489	0.000284301	0.000126637	0.000209697	0.000165931	0.000235592	0.00066466	0.000236951	0.000152904	0.000217593	0.00016873	0.000138337	0.000349703	0.000139253	0.001899242	0.000172539
PPP2R1A	0.003037636	0.002338351	0.003672483	0.000564379	0.000584149	0.000898961	0.00089848	0.003629469	0.003008797	0.003799375	0.00244733	0.000530583	0.000933817	0.001549244	0.000822962	0.000584728	0.001193381	0.001389896	0.001249283
PPP6C	0.000307859	0.000730274	0.00070658	0.000209858	0.000171926	0.00017677	0.000189227	0.000392403	0.000241218	0.00011157	0.000449222	0.000222318	0.000253497	0.000170999	0.000206971	0.000216605	0.000288223	7.81E-05	0.000180695
PRDM1	0.000763068	0.000753443	0.00044462	5.21E-05	9.22E-05	2.03E-05	0.000112888	0.000301256	0.000706673	0.000354377	0.000743374	6.35E-05	0.000152476	1.72E-05	3.72E-05	0.00013117	0.000316172	0.000541379	0.000139824
PREX2	0.000154266	0.00013832	0.000275579	2.02E-05	6.83E-06	2.00E-06	1.70E-05	9.10E-05	9.89E-05	3.64E-05	0.000257471	1.61E-05	6.19E-05	8.40E-06	4.23E-06	1.81E-05	0.000128145	5.30E-05	4.14E-05
PRKAR1A	0.001276005	0.002236166	0.002824038	0.000660679	0.001124859	0.000588581	0.000662442	0.001688149	0.002334076	0.0002092	0.001715294	0.000713744	0.000889881	0.000779613	0.000381427	0.001372084	0.001355789	0.001471814	0.000717779
PRKCI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKDC	0.005163475	0.003708769	0.001656797	0.000244651	9.61E-05	8.91E-05	5.16E-05	0.001958315	0.000834982	1.82E-05	0.002017822	0.000145925	0.000146256	0.00019358	0.00010272	0.000126936	0.001230587	4.25E-05	7.58E-05
PRSS1	0.000179584	7.58E-06	2.10E-06	1.82E-05	1.81E-07	0	0	1.92E-06	4.84E-06	0.000241193	0.000375473	2.24E-06	6.59E-07	1.50E-06	1.57E-05	2.31E-06	0.346363603	1.44E-05	7.03E-06
PRSS8	0.002347697	0.001992876	0.002026243	0.000188318	0.000257508	0.000787099	0.000283938	0.003640648	0.001877617	0.004674644	0.003061072	0.000455881	0.000707131	0.000686633	0.000438685	0.000199424	0.000562893	5.48E-06	0.001434224
PSMD4	0.003183048	0.004210796	0.005809287	0.002084459	0.002235584	0.002642016	0.002997188	0.003202227	0.002720208	0.001483319	0.003065079	0.00250422	0.002916983	0.003355019	0.003292046	0.001916921	0.001294188	0.001712111	0.003081101
PTCH1	0.001911512	0.001878666	0.001151788	0.000342252	0.000573873	0.000415579	0.001057972	0.001278397	0.000790632	0.001089033	0.001904776	0.0002803	0.000868434	0.000595075	0.000811789	0.001102118	0.000419892	0.004348185	0.000643324
PTEN	0.000244986	0.00092869	0.00122706	0.00159215	0.001062561	0.000916609	0.000853806	0.000333562	0.000333763	0.000269678	0.000446332	0.001420331	0.001140793	0.000542768	0.000872548	0.001642636	0.000561116	0.000492775	0.000847401
PTPN11	0.002073137	0.003154408	0.001986597	0.001127801	0.000952054	0.000680293	0.000442485	0.001258875	0.001303978	0.000387363	0.001522522	0.000832054	0.000897852	0.000754885	0.00063088	0.001303232	0.001112312	7.59E-05	0.000419134
PTPRD	0.000213664	0.001487835	0.000562599	0.000542395	0.000350091	0.000147688	0.000130215	0.000172823	4.74E-05	0.000555333	0.000454297	9.17E-05	0.000234636	0.000268872	0.000590235	0.000265107	3.29E-05	0.001069183	0.000268975
PTPRS	0.000624431	0.000204732	0.000820466	3.39E-05	2.06E-05	2.02E-05	5.03E-05	0.000289633	0.000316121	0.000250564	0.000323177	3.79E-05	0.000125337	9.86E-06	2.39E-05	7.12E-05	0.000418401	6.08E-06	0.000122443
PTPRT	8.15E-05	2.49E-06	5.18E-06	1.03E-06	1.80E-07	8.37E-08	3.45E-06	3.74E-06	1.92E-06	0.000232821	1.16E-05	1.26E-06	5.53E-06	1.08E-06	8.51E-06	5.56E-06	2.76E-06	0.000638169	8.94E-06
QKI	0.000301982	0.000288025	0.000960996	0.000344406	9.63E-05	0.000149823	0.000255331	0.000268115	0.000377174	0.000219825	0.000318374	0.000287576	0.000515435	0.00014943	0.000107728	0.000580328	0.000344184	0.000732974	0.000324766
RAB35	0.000409588	0.000199315	0.000228383	8.57E-05	0.000124663	9.62E-05	0.00014355	0.000223058	0.000330859	2.53E-05	0.000204439	9.81E-05	0.000191055	0.000302548	0.000123089	0.000107365	0.000133745	0.000141283	0.000156805
RAC1	0.002913438	0.003626103	0.006488737	0.001636511	0.001792248	0.00253694	0.002951391	0.001851787	0.001544065	0.000456735	0.002898585	0.004009805	0.003093139	0.004176798	0.002892388	0.001775835	0.001534689	5.60E-06	0.002104363
RAD21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAD50	0.000602596	0.001537721	0.000717389	0.000447968	0.000445254	0.000396049	0.000259546	0.000621482	0.000304624	7.10E-05	0.001032262	0.000406342	0.000329034	0.000366243	0.000275828	0.00035995	0.000592599	8.60E-05	0.000168902
RAD51	3.61E-05	4.67E-05	1.20E-05	1.51E-05	2.95E-05	6.96E-06	1.50E-05	3.12E-05	2.87E-05	8.04E-05	2.89E-05	1.80E-05	9.98E-06	2.10E-05	2.13E-05	6.23E-06	1.47E-05	0	1.55E-05
RAD51C	0.00065893	0.000673392	0.000422911	0.000692214	0.000797659	0.000396387	0.000308769	0.000208083	0.000173044	0.002703997	0.000271289	0.000455338	0.000515648	0.000352412	0.000280064	0.000450409	0.00016185	0.003768143	0.00045104
RAD52	0.000191332	9.70E-05	0.000100924	6.14E-05	9.39E-05	4.47E-05	6.81E-05	8.21E-05	9.35E-05	9.54E-05	6.73E-05	2.73E-05	9.03E-05	0.000104582	5.81E-05	4.33E-05	2.44E-05	0.000304867	8.45E-05
RAD54L	0.001084103	0.00055302	8.74E-05	2.46E-05	9.27E-05	2.01E-05	1.06E-05	0.000347919	0.000289447	0.000177152	0.000289922	4.18E-05	4.66E-05	0.000124386	5.34E-05	2.48E-05	8.80E-05	4.37E-05	4.40E-05
RAF1	0.000957443	0.001610487	0.002201554	0.000772274	0.001084392	0.000628342	0.001193279	0.001253599	0.001001271	0.000433738	0.001189194	0.000964132	0.001480647	0.001228777	0.001207197	0.000971475	0.000813651	0.000600768	0.001377067
RANBP2	0.000512309	0.001721971	0.0008059	0.00012583	0.000132328	7.93E-05	9.28E-05	0.000897238	0.000708991	0.000210456	0.000828495	0.000128537	9.52E-05	5.06E-05	9.75E-05	0.000155495	0.000798211	0.000596238	7.23E-05
RARA	0.000730973	0.000396243	0.001204333	0.001044497	0.000318229	0.00035282	0.000367796	0.001359061	0.000773336	0.000758298	0.000605016	0.000231484	0.00025408	0.000302316	0.000217878	0.000340527	0.000356032	0.000438805	0.000398519
RASA1	0.001394814	0.001135433	0.000945195	0.000175182	0.000131196	0.000128886	8.16E-05	0.000755915	0.001257287	3.83E-05	0.000873634	0.000182538	0.000138934	0.000107396	0.000111253	0.000160583	0.000731846	3.32E-05	9.27E-05
RB1	0.00083357	0.001343192	0.000716907	0.001051007	0.000779314	0.000448134	0.000499357	0.000266252	0.00025095	0.00078791	0.000537742	0.000851494	0.001207483	0.000482743	0.001034195	0.000440615	0.000460797	0.000223779	0.000413578
RBM10	0.001199716	0.001401276	0.001170745	5.88E-05	0.000225724	0.000188376	0.000312897	0.001033537	0.001318205	0.000171951	0.00116484	0.00013564	0.000297506	0.000456328	0.000216063	0.00011387	0.000451005	0	0.000279422
RECQL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REL	0.000249929	0.000527201	0.000550293	6.17E-05	0.000141006	5.86E-05	0.000105751	0.000525998	0.000278605	1.23E-05	0.000423126	7.50E-05	8.59E-05	6.31E-05	8.56E-05	9.65E-05	0.000467178	2.09E-06	6.51E-05
RET	0.000454895	4.67E-05	6.85E-05	2.95E-05	1.43E-05	6.27E-06	0.000130357	7.09E-05	5.78E-05	0.001523394	8.53E-05	2.43E-05	8.28E-05	2.51E-06	4.46E-05	3.63E-05	2.67E-05	0.001907649	0.000125325
RFWD2	0.000376778	0.001023819	0.000728265	0.000370245	0.000153118	0.000153043	7.14E-05	0.000726605	0.000370969	3.93E-05	0.000571847	0.000301493	0.000322911	0.000234614	0.000295166	0.00013374	0.000376517	0	0.00024026
RHEB	0.000642449	0.000732158	0.00066371	0.000474939	0.000750891	0.00063405	0.000150877	0.000396818	0.000271226	2.01E-05	0.000421168	0.000828787	0.000357593	0.000867867	0.000611722	0.001561398	0.000446421	0	0.000134049
RHOA	0.003920013	0.007997314	0.011472658	0.002278744	0.002231404	0.001920803	0.00354633	0.003959868	0.0043714	0.000607912	0.006157139	0.004404655	0.00417242	0.005218356	0.00306225	0.002730347	0.002691644	0.001781085	0.003449905
RICTOR	0.000846487	0.000988825	0.001091641	0.000733607	0.000572071	0.000691903	0.000512201	0.00034493	0.000230546	0.000627234	0.00092388	0.000988742	0.001751631	0.000467709	0.000509154	0.000671327	0.000547784	0.000875428	0.000723753
RIT1	0.000122786	0.00025696	0.000336357	0.000103719	9.51E-05	9.00E-05	8.80E-05	0.00015287	0.000102991	0.000205052	0.000151374	0.000110607	0.000146873	8.70E-05	0.00011246	8.33E-05	8.14E-05	0.000435354	0.000100796
RNASEL	0.000429664	0.000275465	0.000617722	2.02E-05	1.82E-05	8.95E-06	3.81E-05	0.000693947	0.000348546	0.000430395	0.000476132	2.24E-05	4.99E-05	1.74E-05	3.47E-05	1.15E-05	0.000109283	0.000359733	5.68E-05
RNF43	0.008725778	0.003613437	0.000397318	0.000437889	0.001240988	0.002060575	0.001623921	0.006274022	0.002818288	0.000741199	0.003123174	0.000160422	0.000708502	0.00210974	0.001186721	0.001114363	0.000702957	9.78E-06	0.00021712
ROS1	0.000108884	1.13E-05	0.000112151	1.86E-06	2.42E-06	7.98E-08	8.19E-06	3.24E-05	2.45E-05	0.000421851	6.78E-06	4.88E-06	1.16E-05	1.07E-07	1.96E-05	1.09E-06	2.59E-06	0.002161411	2.61E-05
RPS6KA4	0.000525643	0.000179488	0.000276778	5.42E-05	8.44E-05	0.00012031	0.000126956	0.000203749	0.000555372	0.000204667	0.000296268	0.000106692	0.000127636	0.000137767	6.94E-05	9.91E-05	0.000107882	0.000142292	1.00E-04
RPS6KB2	0.000621723	0.000272912	0.00041784	3.20E-05	0.000121006	0.000104781	6.66E-05	0.000184802	0.000339527	3.63E-06	0.000326348	7.97E-05	6.83E-05	0.000164523	7.60E-05	9.77E-05	0.000121907	0	0.000116432
RPTOR	0.000760668	0.000349893	0.000356183	9.48E-06	2.81E-05	1.45E-05	2.85E-05	0.00041067	0.000418616	1.48E-06	0.000329458	6.73E-06	2.16E-05	2.54E-05	1.36E-05	1.14E-05	0.000232658	2.24E-06	1.99E-05
RRM1	4.35E-05	0.00017197	4.07E-05	0.000609804	0.000716911	0.000326442	0.000243201	2.87E-05	2.28E-05	0.000316204	8.10E-05	0.000909064	0.000450166	0.000601895	0.000694048	0.0005247	5.10E-05	0.002506749	0.000280039
RUNX1	0.003391483	0.003597658	0.014205164	0.002093771	0.001610591	0.000879079	0.003872886	0.005859385	0.003430525	0.001520852	0.003482283	0.002661015	0.001349775	0.002770943	0.002812771	0.003291094	0.003193735	0.00151404	0.001213362
RUNX1T1	0.000673482	0.000179055	0.001103384	5.73E-05	2.16E-05	1.37E-05	5.38E-05	0.000247738	0.000172266	0.000391487	0.000179607	4.62E-05	0.000143679	7.29E-06	2.97E-05	0.00011958	0.000134201	0.000785617	0.000113451
RYBP	0.000135896	0.000200104	0.000286056	1.75E-05	2.37E-05	1.38E-05	8.50E-06	0.000158447	0.000107237	3.83E-06	0.000152446	1.67E-05	2.42E-05	1.32E-05	1.91E-05	1.09E-05	0.000100718	0	1.94E-05
RYR2	0.000299999	5.15E-05	0.000237724	2.47E-05	8.01E-06	3.49E-06	4.94E-05	0.000138644	7.95E-05	0.000798709	3.64E-05	1.28E-05	8.44E-05	0.000129765	3.16E-05	1.42E-05	0.000153231	0.000802442	2.60E-05
SDHA	0.004872898	0.004971381	0.005757003	0.000324043	0.00069197	0.000444937	0.00091684	0.002634169	0.004090525	0.000760408	0.007118024	0.000340974	0.000874972	0.000620556	0.000303385	0.000416257	0.001542625	0.001029334	0.000964167
SDHAF2	0.000870672	0.000697124	0.000929943	0.000123507	0.000272007	0.000142933	0.000155097	0.000481715	0.000554986	3.61E-06	0.000743518	0.0002123	0.000228431	0.000202127	0.000124601	0.000190158	0.000319139	0	0.000164227
SDHB	0.002018654	0.003264607	0.003039999	0.000732187	0.000950961	0.001358181	0.001278859	0.001541136	0.00152143	0.000174758	0.002512582	0.001245553	0.00118158	0.001667935	0.001018928	0.000405932	0.000963528	2.68E-05	0.001522945
SDHC	0.001943878	0.001510924	0.002282922	0.00083496	0.000328124	0.000688873	0.00011991	0.001598409	0.000834917	0.000169451	0.001319962	0.000941437	0.000552548	0.000587599	0.000291109	0.000515698	0.000542134	2.75E-05	0.000648427
SDHD	0.001710596	0.001428053	0.003086748	0.000835768	0.000552051	0.000990941	0.001146425	0.001358189	0.001233808	0.001893874	0.001930033	0.001045178	0.001313871	0.000715226	0.000587739	0.000463098	0.000496522	0.002912401	0.002030601
SETD2	0.002085026	0.003225276	0.002464605	0.000106816	0.000335806	0.000126628	0.00020662	0.00223273	0.001776391	0.000138038	0.002584225	0.000121774	0.000238303	0.000205791	0.000235823	0.000157439	0.001343969	0.000377929	0.000165387
SF3B1	0.005165286	0.012824132	0.013176205	0.00439282	0.007183218	0.004605516	0.007326241	0.006047934	0.003605875	0.000984848	0.008282695	0.00651484	0.007720089	0.005230315	0.008860668	0.004487257	0.004086554	0.003071343	0.005023061
SH2B3	0.000358331	0.000205549	0.000447472	3.06E-05	2.17E-05	1.91E-05	6.84E-05	0.000204305	0.000274041	0.00026813	0.000286578	2.62E-05	4.82E-05	6.78E-05	2.07E-05	3.95E-05	0.000172242	8.71E-05	6.30E-05
SH2D1A	4.72E-05	1.98E-05	7.42E-07	4.41E-07	7.79E-07	6.26E-07	5.03E-06	3.58E-06	2.19E-06	3.28E-06	2.55E-05	2.43E-06	1.26E-05	2.03E-07	1.99E-07	0	1.57E-05	1.07E-06	2.23E-06
SHQ1	0.000137105	0.000218029	0.000188332	2.90E-05	2.94E-05	2.42E-05	1.70E-05	0.000120507	0.000100551	0.000283761	0.000145449	1.45E-05	3.62E-05	3.49E-05	3.57E-05	1.29E-05	6.49E-05	0	2.28E-05
SLC28A3	3.29E-06	1.08E-05	1.08E-05	2.01E-06	4.28E-06	1.91E-06	6.71E-06	1.07E-05	1.50E-05	3.72E-05	2.13E-05	2.18E-06	3.83E-06	4.13E-05	2.76E-05	9.05E-07	9.98E-06	0	3.88E-06
SLIT1	0	0	0	0	0	0	0	0	0	1.36E-07	0	0	0	0	0	0	0	0	0
SLIT2	0.000236484	9.94E-05	0.001892936	3.90E-05	8.16E-07	1.41E-05	1.61E-05	0.000173381	0.00019299	2.17E-05	0.000159557	3.14E-05	7.59E-05	2.23E-06	1.67E-05	4.18E-05	0.00040199	0.000474723	6.42E-05
SMAD2	0.000254343	0.000714285	0.001118819	0.000266852	0.000357298	0.000122041	0.00017953	0.000485392	0.000359172	3.31E-05	0.000436799	0.000425919	0.000298849	0.000138639	0.000223487	0.00033364	0.000454365	0	0.000151841
SMAD3	0.000341742	0.000279028	0.000405849	1.49E-05	5.29E-05	4.67E-05	0.000101769	0.000303418	0.000235575	0.000271045	0.00045269	4.14E-05	5.36E-05	7.19E-05	7.13E-05	2.54E-05	0.000286298	0.000154732	6.25E-05
SMAD4	0.000305986	0.00051785	0.000814266	0.00053056	0.000719538	0.000447074	0.000639899	0.00022705	0.000161321	0.000938772	0.000522729	0.000656364	0.000940195	0.000283448	0.000234488	0.000391788	0.000265672	0.005363865	0.000607387
SMARCA4	0.006464752	0.004910818	0.004416153	0.000983782	0.003123385	0.002202054	0.003149314	0.003787915	0.005150143	0.002468674	0.003356545	0.00101858	0.002054384	0.003784901	0.003556406	0.001121706	0.001486222	0.000520308	0.002107265
SMARCB1	0.00390904	0.002783373	0.003729171	0.001272201	0.002647675	0.001606772	0.001929454	0.001591861	0.002668195	0.001610442	0.002463579	0.001204688	0.001974412	0.002923817	0.001758874	0.002064278	0.000940858	0.000670104	0.001793954
SMARCD1	0.00066701	0.000523336	0.000500812	5.41E-05	5.86E-05	4.09E-05	7.47E-05	0.000402691	0.000516574	2.27E-06	0.00049068	3.31E-05	7.37E-05	9.72E-05	8.47E-05	3.03E-05	0.000287018	0	4.87E-05
SMO	0.000585464	0.000121699	0.000763427	3.07E-05	8.38E-05	1.73E-05	3.68E-05	0.000132147	0.000133762	0.00040064	0.000144271	2.70E-05	0.000123012	7.32E-06	3.04E-05	3.69E-05	7.54E-05	0.000343779	0.000112157
SNCAIP	0.000508076	0.001385429	0.000204836	6.29E-05	2.01E-05	1.65E-05	1.78E-05	0.000433026	7.97E-05	0.000823973	0.000294528	1.00E-05	1.81E-05	3.09E-05	2.18E-05	3.57E-05	4.13E-05	5.66E-05	3.12E-05
SOCS1	0.001105331	0.000979446	0.000375797	6.81E-06	2.32E-05	8.02E-06	3.73E-05	0.00023355	0.00087973	0.000566313	0.000789977	1.01E-05	4.09E-05	9.89E-06	2.48E-05	1.48E-05	0.000224346	0.000239073	8.51E-05
SOD2	0.001334203	0.00229759	0.001731318	0.000796733	0.001165589	0.000743178	0.001809147	0.001639442	0.00648863	0.000190843	0.001950859	0.00034636	0.001331947	0.00033368	0.000877361	0.000861486	0.002600177	0.001004037	0.001514847
SOX17	0.001246888	2.55E-05	0.000173629	5.81E-07	0	5.36E-07	1.05E-06	6.91E-05	0.000120162	0.000135287	4.44E-05	3.41E-07	2.45E-06	1.41E-07	4.28E-06	0	5.81E-05	0.000295672	1.00E-05
SOX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX9	0.003060429	0.002752507	0.001288686	0.000126355	0.000829889	0.000780146	0.001179889	0.003107158	0.003101892	0.000540087	0.001686339	0.000257979	0.000401271	0.002258692	0.001368086	0.000574521	0.001287932	0.00020229	0.000472577
SPEN	0.002664119	0.002023166	0.002257035	5.59E-05	0.000157561	8.35E-05	0.000123569	0.001822449	0.001968508	0.00015998	0.001827598	9.84E-05	9.08E-05	0.000108872	0.00014045	0.000112584	0.001019548	0.000119848	8.57E-05
SPINK1	0.000290823	0.013486125	0.004306677	0.005616236	0.001507604	0.003916749	0.005665151	0.001741982	0.001035934	0.001033439	0.012653893	0.001147454	0.017667297	0.003888124	9.14E-05	0.003146951	0.081289087	0.000134334	0.003794783
SPOP	0.000638355	0.000621661	0.000855244	1.82E-05	1.35E-05	2.30E-05	1.95E-05	0.000334859	0.000255745	7.53E-06	0.000519653	1.94E-05	6.04E-05	2.38E-05	1.16E-05	1.50E-05	0.000211704	0.000229486	6.62E-05
SPTA1	4.17E-05	9.75E-08	2.55E-06	0	0	1.66E-08	5.78E-07	4.22E-07	1.07E-06	3.17E-05	5.38E-07	5.72E-08	2.26E-08	1.97E-08	1.61E-06	0	2.08E-06	0.000208934	4.03E-08
SRC	0.001613444	0.001062462	0.001899093	0.000239158	0.00030868	0.000866233	0.00072069	0.001000566	0.000872783	0.001152634	0.001148045	0.000359175	0.000767579	0.000320025	0.000341889	0.000341181	0.000279884	0.000340234	0.000900359
SRD5A2	3.18E-05	0	0	0	0	1.26E-05	6.01E-06	5.80E-08	9.49E-07	1.89E-05	9.75E-08	0	0	0	1.15E-06	0	1.36E-07	0.000828529	0
STAG2	0.000892356	0.002402184	0.002214975	0.001649939	0.001939686	0.00174511	0.001002714	0.000846317	0.000459593	0.000142372	0.001302177	0.002057803	0.002454408	0.002206613	0.001722306	0.001251956	0.000842512	0.000326702	0.001036588
STAT3	0.001661577	0.002991038	0.003508191	0.000190744	0.000254203	0.000161314	0.000230136	0.001300187	0.001850332	5.02E-05	0.004165525	0.000160542	0.00039177	0.000155695	0.00017632	0.000223218	0.00112286	2.38E-05	0.000334669
STAT5A	0.00035272	0.000210329	0.000389724	2.32E-05	4.45E-05	4.43E-05	6.56E-05	0.000179714	0.000196407	3.44E-05	0.000301308	2.30E-05	5.61E-05	2.02E-05	2.81E-05	5.58E-05	0.000111242	7.78E-05	5.73E-05
STAT5B	0.000853195	0.000407513	0.001005212	7.87E-05	0.000154956	0.000114939	0.000116339	0.000281868	0.00045027	0.000127122	0.00043305	7.57E-05	0.00016261	9.96E-05	8.22E-05	0.000119624	0.000236241	0.000130332	0.000104892
STK11	0.001628635	0.000902808	0.001128628	0.000417403	0.000860618	0.000559638	0.001466168	0.001095624	0.001432917	0.001383963	0.001069454	0.000520818	0.000855713	0.00108794	0.000600016	0.00053009	0.000417572	0.000730576	0.00114484
STK40	0.001301311	0.000498937	0.000722656	3.76E-05	6.81E-05	0.000103285	0.000115301	0.000670246	0.000487584	7.48E-05	0.00046496	0.000108725	0.000137058	0.000103613	0.000141953	0.000139226	0.000319343	5.30E-06	0.000132651
